Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange
10329,5/1/2020 0:00,9/30/2020 0:00,Cyberattack,,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC",Ransomware,6809,Health,,Medical Information,2021,"1,000-9,999",Unknown
10329,5/1/2020 0:00,9/30/2020 0:00,Cyberattack,,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC",Ransomware,6809,Health,,Name,2021,"1,000-9,999",Unknown
10329,5/1/2020 0:00,9/30/2020 0:00,Cyberattack,,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC",Ransomware,6809,Health,,Social Security Number,2021,"1,000-9,999",Unknown
10329,5/1/2020 0:00,9/30/2020 0:00,Cyberattack,,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC",Ransomware,6809,Health,,Driver's License or Washington ID Card Number,2021,"1,000-9,999",Unknown
10330,9/8/2020 0:00,9/30/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,World Relief,Ransomware,734,Non-Profit/Charity,,Name,2021,500-999,200-299
10330,9/8/2020 0:00,9/30/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,World Relief,Ransomware,734,Non-Profit/Charity,,Full Date of Birth,2021,500-999,200-299
10331,,10/1/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Gallaudet University,Ransomware,1195,Education,,Name,2021,"1,000-9,999",Unknown
10331,,10/1/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Gallaudet University,Ransomware,1195,Education,,Full Date of Birth,2021,"1,000-9,999",Unknown
10331,,10/1/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Gallaudet University,Ransomware,1195,Education,,Other,2021,"1,000-9,999",Unknown
10332,8/28/2020 0:00,10/2/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"Farm Sanctuary, Inc.",Ransomware,1065,Non-Profit/Charity,,Name,2021,"1,000-9,999",200-299
10332,8/28/2020 0:00,10/2/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"Farm Sanctuary, Inc.",Ransomware,1065,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",200-299
10333,9/18/2020 0:00,10/6/2020 0:00,Unauthorized Access,,,Gymshark Limited,,59769,Business,Clothing,Name,2021,"50,000-999,999",Unknown
10333,9/18/2020 0:00,10/6/2020 0:00,Unauthorized Access,,,Gymshark Limited,,59769,Business,Clothing,Full Date of Birth,2021,"50,000-999,999",Unknown
10333,9/18/2020 0:00,10/6/2020 0:00,Unauthorized Access,,,Gymshark Limited,,59769,Business,Clothing,Other,2021,"50,000-999,999",Unknown
10334,9/24/2020 0:00,10/12/2020 0:00,Cyberattack,2020-09-14T00:00:00,2020-09-24T00:00:00,Evergreen Public Schools,,3585,Education,,Name,2021,"1,000-9,999",Jan-99
10334,9/24/2020 0:00,10/12/2020 0:00,Cyberattack,2020-09-14T00:00:00,2020-09-24T00:00:00,Evergreen Public Schools,,3585,Education,,Social Security Number,2021,"1,000-9,999",Jan-99
10335,9/14/2020 0:00,10/12/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,ZERO - The End of Prostate Cancer,Ransomware,1139,Non-Profit/Charity,,Medical Information,2021,"1,000-9,999",200-299
10335,9/14/2020 0:00,10/12/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,ZERO - The End of Prostate Cancer,Ransomware,1139,Non-Profit/Charity,,Other,2021,"1,000-9,999",200-299
10335,9/14/2020 0:00,10/12/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,ZERO - The End of Prostate Cancer,Ransomware,1139,Non-Profit/Charity,,Name,2021,"1,000-9,999",200-299
10335,9/14/2020 0:00,10/12/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,ZERO - The End of Prostate Cancer,Ransomware,1139,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",200-299
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Name,2020,"10,000-49,999",100-199
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Social Security Number,2020,"10,000-49,999",100-199
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Driver's License or Washington ID Card Number,2020,"10,000-49,999",100-199
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Financial & Banking Information,2020,"10,000-49,999",100-199
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Passport Number,2020,"10,000-49,999",100-199
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Medical Information,2020,"10,000-49,999",100-199
10536,5/31/2019 0:00,3/2/2020 0:00,Unauthorized Access,2019-04-11T00:00:00,2019-07-23T00:00:00,Carnival Corporation & PLC,,11346,Business,Transportation,Other,2020,"10,000-49,999",100-199
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Name,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Social Security Number,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Driver's License or Washington ID Card Number,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Financial & Banking Information,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Full Date of Birth,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Passport Number,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Health Insurance Policy or ID Number,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Medical Information,2021,"10,000-49,999",Jan-99
10338,7/1/2020 0:00,10/12/2020 0:00,Cyberattack,2020-06-24T00:00:00,2020-07-01T00:00:00,EyeMed Vision Care LLC,Phishing,19625,Health,,Other,2021,"10,000-49,999",Jan-99
10339,7/16/2020 0:00,10/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Forest Ridge School of the Sacred Heart,Ransomware,555,Education,,Name,2021,500-999,100-199
10339,7/16/2020 0:00,10/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Forest Ridge School of the Sacred Heart,Ransomware,555,Education,,Social Security Number,2021,500-999,100-199
10339,7/16/2020 0:00,10/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Forest Ridge School of the Sacred Heart,Ransomware,555,Education,,Full Date of Birth,2021,500-999,100-199
10339,7/16/2020 0:00,10/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Forest Ridge School of the Sacred Heart,Ransomware,555,Education,,Other,2021,500-999,100-199
10340,9/14/2020 0:00,10/15/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"University of Nevada, Reno",Ransomware,3361,Education,,Name,2021,"1,000-9,999",200-299
10340,9/14/2020 0:00,10/15/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"University of Nevada, Reno",Ransomware,3361,Education,,Full Date of Birth,2021,"1,000-9,999",200-299
10341,8/31/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-08-29T00:00:00,2020-08-30T00:00:00,The Health & Wellness Clinic,,889,Health,,Name,2021,500-999,Jan-99
10341,8/31/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-08-29T00:00:00,2020-08-30T00:00:00,The Health & Wellness Clinic,,889,Health,,Social Security Number,2021,500-999,Jan-99
10341,8/31/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-08-29T00:00:00,2020-08-30T00:00:00,The Health & Wellness Clinic,,889,Health,,Driver's License or Washington ID Card Number,2021,500-999,Jan-99
10341,8/31/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-08-29T00:00:00,2020-08-30T00:00:00,The Health & Wellness Clinic,,889,Health,,Full Date of Birth,2021,500-999,Jan-99
10341,8/31/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-08-29T00:00:00,2020-08-30T00:00:00,The Health & Wellness Clinic,,889,Health,,Medical Information,2021,500-999,Jan-99
10341,8/31/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-08-29T00:00:00,2020-08-30T00:00:00,The Health & Wellness Clinic,,889,Health,,Other,2021,500-999,Jan-99
10342,9/18/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-09-18T00:00:00,2020-09-18T00:00:00,"Wyndham Capital Mortgage, Inc.",,569,Finance,,Name,2021,500-999,0
10342,9/18/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-09-18T00:00:00,2020-09-18T00:00:00,"Wyndham Capital Mortgage, Inc.",,569,Finance,,Social Security Number,2021,500-999,0
10342,9/18/2020 0:00,10/16/2020 0:00,Theft or Mistake,2020-09-18T00:00:00,2020-09-18T00:00:00,"Wyndham Capital Mortgage, Inc.",,569,Finance,,Other,2021,500-999,0
10343,7/16/2020 0:00,10/21/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Carroll College,Ransomware,2166,Education,,Name,2021,"1,000-9,999",100-199
10343,7/16/2020 0:00,10/21/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Carroll College,Ransomware,2166,Education,,Full Date of Birth,2021,"1,000-9,999",100-199
10343,7/16/2020 0:00,10/21/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Carroll College,Ransomware,2166,Education,,Other,2021,"1,000-9,999",100-199
10344,9/24/2020 0:00,10/21/2020 0:00,Cyberattack,,2020-09-24T00:00:00,Sam's Club,Other,771,Business,Retail,Name,2021,500-999,Unknown
10344,9/24/2020 0:00,10/21/2020 0:00,Cyberattack,,2020-09-24T00:00:00,Sam's Club,Other,771,Business,Retail,Email Address and Password/Security Question Answers,2021,500-999,Unknown
10344,9/24/2020 0:00,10/21/2020 0:00,Cyberattack,,2020-09-24T00:00:00,Sam's Club,Other,771,Business,Retail,Other,2021,500-999,Unknown
10345,9/10/2020 0:00,10/22/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"University of Nevada, Las Vegas Foundation",Ransomware,2563,Non-Profit/Charity,,Name,2021,"1,000-9,999",200-299
10345,9/10/2020 0:00,10/22/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"University of Nevada, Las Vegas Foundation",Ransomware,2563,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",200-299
10345,9/10/2020 0:00,10/22/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,"University of Nevada, Las Vegas Foundation",Ransomware,2563,Non-Profit/Charity,,Student ID Number,2021,"1,000-9,999",200-299
10346,9/27/2020 0:00,10/25/2020 0:00,Theft or Mistake,2020-09-27T00:00:00,,"Hi-Line Ranch, Harris Farms, Cherry River Farms",,852,Business,Other,Name,2021,500-999,Unknown
10346,9/27/2020 0:00,10/25/2020 0:00,Theft or Mistake,2020-09-27T00:00:00,,"Hi-Line Ranch, Harris Farms, Cherry River Farms",,852,Business,Other,Social Security Number,2021,500-999,Unknown
10347,5/31/2020 0:00,10/27/2020 0:00,Cyberattack,,,"Ascend Clinical, LLC",Phishing,1959,Health,,Name,2021,"1,000-9,999",Unknown
10347,5/31/2020 0:00,10/27/2020 0:00,Cyberattack,,,"Ascend Clinical, LLC",Phishing,1959,Health,,Social Security Number,2021,"1,000-9,999",Unknown
10347,5/31/2020 0:00,10/27/2020 0:00,Cyberattack,,,"Ascend Clinical, LLC",Phishing,1959,Health,,Medical Information,2021,"1,000-9,999",Unknown
10347,5/31/2020 0:00,10/27/2020 0:00,Cyberattack,,,"Ascend Clinical, LLC",Phishing,1959,Health,,Other,2021,"1,000-9,999",Unknown
10348,8/28/2020 0:00,10/27/2020 0:00,Cyberattack,2020-08-09T00:00:00,2020-08-09T00:00:00,Luxottica of America Inc.,,12166,Business,Accessories,Name,2021,"10,000-49,999",Jan-99
10348,8/28/2020 0:00,10/27/2020 0:00,Cyberattack,2020-08-09T00:00:00,2020-08-09T00:00:00,Luxottica of America Inc.,,12166,Business,Accessories,Social Security Number,2021,"10,000-49,999",Jan-99
10348,8/28/2020 0:00,10/27/2020 0:00,Cyberattack,2020-08-09T00:00:00,2020-08-09T00:00:00,Luxottica of America Inc.,,12166,Business,Accessories,Full Date of Birth,2021,"10,000-49,999",Jan-99
10348,8/28/2020 0:00,10/27/2020 0:00,Cyberattack,2020-08-09T00:00:00,2020-08-09T00:00:00,Luxottica of America Inc.,,12166,Business,Accessories,Health Insurance Policy or ID Number,2021,"10,000-49,999",Jan-99
10348,8/28/2020 0:00,10/27/2020 0:00,Cyberattack,2020-08-09T00:00:00,2020-08-09T00:00:00,Luxottica of America Inc.,,12166,Business,Accessories,Medical Information,2021,"10,000-49,999",Jan-99
10349,7/28/2020 0:00,10/27/2020 0:00,Unauthorized Access,2020-02-21T00:00:00,2020-07-28T00:00:00,"TrueFire, LLC",,2633,Business,Manufacturing,Name,2021,"1,000-9,999",100-199
10349,7/28/2020 0:00,10/27/2020 0:00,Unauthorized Access,2020-02-21T00:00:00,2020-07-28T00:00:00,"TrueFire, LLC",,2633,Business,Manufacturing,Full Date of Birth,2021,"1,000-9,999",100-199
10349,7/28/2020 0:00,10/27/2020 0:00,Unauthorized Access,2020-02-21T00:00:00,2020-07-28T00:00:00,"TrueFire, LLC",,2633,Business,Manufacturing,Username and Password/Security Question Answers,2021,"1,000-9,999",100-199
10349,7/28/2020 0:00,10/27/2020 0:00,Unauthorized Access,2020-02-21T00:00:00,2020-07-28T00:00:00,"TrueFire, LLC",,2633,Business,Manufacturing,Other,2021,"1,000-9,999",100-199
10350,7/6/2020 0:00,10/28/2020 0:00,Cyberattack,2020-01-01T00:00:00,2020-07-17T00:00:00,"JM Bullion, Inc.",Malware,882,Business,Retail,Name,2021,500-999,100-199
10350,7/6/2020 0:00,10/28/2020 0:00,Cyberattack,2020-01-01T00:00:00,2020-07-17T00:00:00,"JM Bullion, Inc.",Malware,882,Business,Retail,Financial & Banking Information,2021,500-999,100-199
10350,7/6/2020 0:00,10/28/2020 0:00,Cyberattack,2020-01-01T00:00:00,2020-07-17T00:00:00,"JM Bullion, Inc.",Malware,882,Business,Retail,Other,2021,500-999,100-199
10351,7/16/2020 0:00,10/29/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Feed the Children,Ransomware,21257,Non-Profit/Charity,,Name,2021,"10,000-49,999",100-199
10351,7/16/2020 0:00,10/29/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Feed the Children,Ransomware,21257,Non-Profit/Charity,,Full Date of Birth,2021,"10,000-49,999",100-199
10351,7/16/2020 0:00,10/29/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Feed the Children,Ransomware,21257,Non-Profit/Charity,,Other,2021,"10,000-49,999",100-199
10353,8/30/2020 0:00,10/29/2020 0:00,Cyberattack,,,MK Periodontics and Implants,Ransomware,8000,Health,,Other,2021,"1,000-9,999",Unknown
10353,8/30/2020 0:00,10/29/2020 0:00,Cyberattack,,,MK Periodontics and Implants,Ransomware,8000,Health,,Name,2021,"1,000-9,999",Unknown
10353,8/30/2020 0:00,10/29/2020 0:00,Cyberattack,,,MK Periodontics and Implants,Ransomware,8000,Health,,Social Security Number,2021,"1,000-9,999",Unknown
10353,8/30/2020 0:00,10/29/2020 0:00,Cyberattack,,,MK Periodontics and Implants,Ransomware,8000,Health,,Financial & Banking Information,2021,"1,000-9,999",Unknown
10353,8/30/2020 0:00,10/29/2020 0:00,Cyberattack,,,MK Periodontics and Implants,Ransomware,8000,Health,,Full Date of Birth,2021,"1,000-9,999",Unknown
10353,8/30/2020 0:00,10/29/2020 0:00,Cyberattack,,,MK Periodontics and Implants,Ransomware,8000,Health,,Medical Information,2021,"1,000-9,999",Unknown
10354,7/24/2020 0:00,11/4/2020 0:00,Unauthorized Access,,,Amtrak,,1208,Business,Transportation,Username and Password/Security Question Answers,2021,"1,000-9,999",Unknown
10354,7/24/2020 0:00,11/4/2020 0:00,Unauthorized Access,,,Amtrak,,1208,Business,Transportation,Other,2021,"1,000-9,999",Unknown
10355,9/16/2020 0:00,11/5/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Green America,Ransomware,1127,Non-Profit/Charity,,Name,2021,"1,000-9,999",200-299
10355,9/16/2020 0:00,11/5/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Green America,Ransomware,1127,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",200-299
10355,9/16/2020 0:00,11/5/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Green America,Ransomware,1127,Non-Profit/Charity,,Other,2021,"1,000-9,999",200-299
10356,11/29/2020 0:00,1/29/2021 0:00,Cyberattack,2019-05-06T00:00:00,2019-05-15T00:00:00,Grays Harbor Community Hospital,Ransomware,4984,Health,,Name,2021,"1,000-9,999",500+
10356,11/29/2020 0:00,1/29/2021 0:00,Cyberattack,2019-05-06T00:00:00,2019-05-15T00:00:00,Grays Harbor Community Hospital,Ransomware,4984,Health,,Full Date of Birth,2021,"1,000-9,999",500+
10356,11/29/2020 0:00,1/29/2021 0:00,Cyberattack,2019-05-06T00:00:00,2019-05-15T00:00:00,Grays Harbor Community Hospital,Ransomware,4984,Health,,Medical Information,2021,"1,000-9,999",500+
10504,6/15/2019 0:00,8/14/2019 0:00,Cyberattack,2019-06-15T00:00:00,,Grays Harbor Community Hospital,Ransomware,88000,Health,,Name,2020,"50,000-999,999",Unknown
10504,6/15/2019 0:00,8/14/2019 0:00,Cyberattack,2019-06-15T00:00:00,,Grays Harbor Community Hospital,Ransomware,88000,Health,,Social Security Number,2020,"50,000-999,999",Unknown
10504,6/15/2019 0:00,8/14/2019 0:00,Cyberattack,2019-06-15T00:00:00,,Grays Harbor Community Hospital,Ransomware,88000,Health,,Full Date of Birth,2020,"50,000-999,999",Unknown
10504,6/15/2019 0:00,8/14/2019 0:00,Cyberattack,2019-06-15T00:00:00,,Grays Harbor Community Hospital,Ransomware,88000,Health,,Medical Information,2020,"50,000-999,999",Unknown
10504,6/15/2019 0:00,8/14/2019 0:00,Cyberattack,2019-06-15T00:00:00,,Grays Harbor Community Hospital,Ransomware,88000,Health,,Other,2020,"50,000-999,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Passport Number,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Health Insurance Policy or ID Number,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Medical Information,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Username and Password/Security Question Answers,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Name,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Social Security Number,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Driver's License or Washington ID Card Number,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Financial & Banking Information,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Full Date of Birth,2021,"1,000-9,999",Unknown
10357,8/19/2020 0:00,2/1/2021 0:00,Cyberattack,2020-08-06T00:00:00,,Gonzaga University,Phishing,8041,Education,,Student ID Number,2021,"1,000-9,999",Unknown
10359,5/1/2020 0:00,11/10/2020 0:00,Unauthorized Access,2020-03-02T00:00:00,2020-03-03T00:00:00,Woodruff Sawyer & Co.,,2393,Finance,,Name,2021,"1,000-9,999",Jan-99
10359,5/1/2020 0:00,11/10/2020 0:00,Unauthorized Access,2020-03-02T00:00:00,2020-03-03T00:00:00,Woodruff Sawyer & Co.,,2393,Finance,,Full Date of Birth,2021,"1,000-9,999",Jan-99
10359,5/1/2020 0:00,11/10/2020 0:00,Unauthorized Access,2020-03-02T00:00:00,2020-03-03T00:00:00,Woodruff Sawyer & Co.,,2393,Finance,,Medical Information,2021,"1,000-9,999",Jan-99
10360,7/24/2020 0:00,11/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Georgia Southern University,Ransomware,552,Education,,Name,2021,500-999,100-199
10360,7/24/2020 0:00,11/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Georgia Southern University,Ransomware,552,Education,,Social Security Number,2021,500-999,100-199
10360,7/24/2020 0:00,11/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Georgia Southern University,Ransomware,552,Education,,Full Date of Birth,2021,500-999,100-199
10360,7/24/2020 0:00,11/13/2020 0:00,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Georgia Southern University,Ransomware,552,Education,,Other,2021,500-999,100-199
10361,8/23/2020 0:00,11/18/2020 0:00,Cyberattack,2020-07-11T00:00:00,2020-08-23T00:00:00,"Windstream Holdings II, LLC",,643,Business,Telecommunications,Name,2021,500-999,Jan-99
10361,8/23/2020 0:00,11/18/2020 0:00,Cyberattack,2020-07-11T00:00:00,2020-08-23T00:00:00,"Windstream Holdings II, LLC",,643,Business,Telecommunications,Social Security Number,2021,500-999,Jan-99
10361,8/23/2020 0:00,11/18/2020 0:00,Cyberattack,2020-07-11T00:00:00,2020-08-23T00:00:00,"Windstream Holdings II, LLC",,643,Business,Telecommunications,Driver's License or Washington ID Card Number,2021,500-999,Jan-99
10361,8/23/2020 0:00,11/18/2020 0:00,Cyberattack,2020-07-11T00:00:00,2020-08-23T00:00:00,"Windstream Holdings II, LLC",,643,Business,Telecommunications,Full Date of Birth,2021,500-999,Jan-99
10361,8/23/2020 0:00,11/18/2020 0:00,Cyberattack,2020-07-11T00:00:00,2020-08-23T00:00:00,"Windstream Holdings II, LLC",,643,Business,Telecommunications,Medical Information,2021,500-999,Jan-99
10362,10/24/2020 0:00,11/20/2020 0:00,Cyberattack,2020-10-21T00:00:00,2020-10-25T00:00:00,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",Ransomware,2543,Business,Manufacturing,Name,2021,"1,000-9,999",Jan-99
10362,10/24/2020 0:00,11/20/2020 0:00,Cyberattack,2020-10-21T00:00:00,2020-10-25T00:00:00,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",Ransomware,2543,Business,Manufacturing,Social Security Number,2021,"1,000-9,999",Jan-99
10362,10/24/2020 0:00,11/20/2020 0:00,Cyberattack,2020-10-21T00:00:00,2020-10-25T00:00:00,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",Ransomware,2543,Business,Manufacturing,Financial & Banking Information,2021,"1,000-9,999",Jan-99
10362,10/24/2020 0:00,11/20/2020 0:00,Cyberattack,2020-10-21T00:00:00,2020-10-25T00:00:00,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",Ransomware,2543,Business,Manufacturing,Full Date of Birth,2021,"1,000-9,999",Jan-99
10362,10/24/2020 0:00,11/20/2020 0:00,Cyberattack,2020-10-21T00:00:00,2020-10-25T00:00:00,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",Ransomware,2543,Business,Manufacturing,Passport Number,2021,"1,000-9,999",Jan-99
10362,10/24/2020 0:00,11/20/2020 0:00,Cyberattack,2020-10-21T00:00:00,2020-10-25T00:00:00,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",Ransomware,2543,Business,Manufacturing,Other,2021,"1,000-9,999",Jan-99
10363,10/14/2020 0:00,12/1/2020 0:00,Cyberattack,,,Matson Navigation Company,,2991,Business,Shipping,Name,2021,"1,000-9,999",Unknown
10363,10/14/2020 0:00,12/1/2020 0:00,Cyberattack,,,Matson Navigation Company,,2991,Business,Shipping,Social Security Number,2021,"1,000-9,999",Unknown
10363,10/14/2020 0:00,12/1/2020 0:00,Cyberattack,,,Matson Navigation Company,,2991,Business,Shipping,Full Date of Birth,2021,"1,000-9,999",Unknown
10363,10/14/2020 0:00,12/1/2020 0:00,Cyberattack,,,Matson Navigation Company,,2991,Business,Shipping,Health Insurance Policy or ID Number,2021,"1,000-9,999",Unknown
10363,10/14/2020 0:00,12/1/2020 0:00,Cyberattack,,,Matson Navigation Company,,2991,Business,Shipping,Other,2021,"1,000-9,999",Unknown
10364,11/11/2020 0:00,12/1/2020 0:00,Cyberattack,2020-11-04T00:00:00,2020-11-19T00:00:00,Stride Inc.,Ransomware,742,Business,Other,Name,2021,500-999,Jan-99
10364,11/11/2020 0:00,12/1/2020 0:00,Cyberattack,2020-11-04T00:00:00,2020-11-19T00:00:00,Stride Inc.,Ransomware,742,Business,Other,Social Security Number,2021,500-999,Jan-99
10364,11/11/2020 0:00,12/1/2020 0:00,Cyberattack,2020-11-04T00:00:00,2020-11-19T00:00:00,Stride Inc.,Ransomware,742,Business,Other,Passport Number,2021,500-999,Jan-99
10365,10/25/2020 0:00,12/4/2020 0:00,Cyberattack,2020-09-28T00:00:00,2020-10-25T00:00:00,"USNR, LLC",Ransomware,1368,Business,Manufacturing,Name,2021,"1,000-9,999",Jan-99
